date,position,country,song,winning chance,BET365,UNIBET,COOL BET,BETFAIR SPORT,SKY BET, BETSSON ,LAD BROKES,COMEON, * SMARKETS,888 SPORT,BOYLE SPORTS,BET FRED,10BET,BETWAY, WILLIAM  HILL,BETFAIR*  EXCHANGE ,BWIN,BET STARS
2023-04-04,13,Switzerland,Remo Forrer - Watergun,1%,126.0,81.0,81.0,101.0,126.0,100.0,81.0,67.0,,41.0,81.0,67.0,67.0,81.0,67.0,230.0,101.0,
2023-04-04,14,Georgia,Iru - Echo,1%,101.0,101.0,101.0,101.0,151.0,85.0,67.0,67.0,180.0,41.0,101.0,101.0,67.0,101.0,67.0,190.0,67.0,
2023-04-04,15,Netherlands,Nicolai & Cooper - Burning Daylight,1%,81.0,101.0,81.0,101.0,126.0,150.0,151.0,101.0,120.0,101.0,126.0,101.0,101.0,151.0,151.0,140.0,101.0,
2023-04-04,16,Serbia,Luke Black - Samo mi se spava,1%,151.0,101.0,126.0,151.0,151.0,100.0,81.0,101.0,230.0,101.0,101.0,101.0,101.0,101.0,101.0,240.0,101.0,
2023-04-04,17,Moldova,Pasha Parfeni - Soarele și Luna,1%,126.0,101.0,101.0,151.0,151.0,125.0,101.0,101.0,220.0,101.0,126.0,101.0,101.0,126.0,101.0,250.0,101.0,
2023-04-04,18,Croatia,Let 3 - Mama ŠČ!,1%,151.0,126.0,126.0,151.0,201.0,120.0,101.0,101.0,240.0,101.0,101.0,101.0,101.0,101.0,101.0,260.0,101.0,
2023-04-04,19,Australia,Voyager - Promise,1%,151.0,126.0,101.0,101.0,151.0,150.0,151.0,101.0,260.0,101.0,126.0,101.0,101.0,126.0,101.0,240.0,101.0,
2023-04-04,20,Germany,Lord Of The Lost - Blood & Glitter,1%,151.0,151.0,126.0,151.0,151.0,150.0,101.0,151.0,240.0,101.0,126.0,201.0,151.0,151.0,101.0,240.0,101.0,
2023-04-04,21,Slovenia,Joker Out - Carpe Diem,<1%,201.0,151.0,151.0,151.0,201.0,150.0,101.0,101.0,270.0,151.0,201.0,201.0,101.0,101.0,126.0,250.0,101.0,
2023-04-04,22,Estonia,Alika - Bridges,<1%,176.0,126.0,126.0,201.0,201.0,150.0,201.0,201.0,270.0,51.0,151.0,201.0,201.0,201.0,151.0,250.0,101.0,
2023-04-04,23,Ireland,Wild Youth - We Are One,<1%,251.0,251.0,301.0,151.0,301.0,250.0,151.0,151.0,280.0,101.0,81.0,201.0,151.0,201.0,101.0,740.0,101.0,
2023-04-04,24,Iceland,Diljá - Power,<1%,251.0,201.0,151.0,201.0,251.0,150.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,151.0,201.0,740.0,101.0,
2023-04-04,25,Poland,Blanka - Solo,<1%,201.0,201.0,251.0,201.0,251.0,150.0,201.0,201.0,280.0,201.0,151.0,201.0,201.0,151.0,201.0,410.0,101.0,
2023-04-04,26,Cyprus,A. Lambrou - Break a Broken Heart,<1%,201.0,201.0,201.0,201.0,201.0,250.0,201.0,201.0,270.0,251.0,201.0,201.0,201.0,201.0,251.0,330.0,101.0,
2023-04-04,27,Portugal,Mimicat - Ai Coração,<1%,251.0,201.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,151.0,600.0,101.0,
2023-04-04,28,Denmark,Reiley - Breaking My Heart,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,201.0,700.0,101.0,
2023-04-04,29,Greece,Victor Vernicos - What They Say,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,251.0,550.0,101.0,
2023-04-04,30,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,251.0,301.0,251.0,501.0,250.0,201.0,151.0,290.0,101.0,251.0,201.0,151.0,151.0,251.0,890.0,101.0,
2023-04-04,31,Belgium,Gustaph - Because of You,<1%,251.0,251.0,301.0,251.0,301.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,101.0,
2023-04-04,32,Malta,The Busker - Dance (Our Own Party),<1%,251.0,251.0,301.0,251.0,501.0,200.0,201.0,201.0,290.0,151.0,251.0,201.0,201.0,251.0,201.0,1000.0,101.0,
2023-04-04,33,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,251.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,101.0,
2023-04-04,34,Lithuania,Monika Linkytė - Stay,<1%,251.0,501.0,301.0,251.0,501.0,250.0,201.0,251.0,280.0,101.0,251.0,201.0,251.0,251.0,251.0,820.0,101.0,
2023-04-04,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,201.0,251.0,1000.0,101.0,
2023-04-04,36,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,251.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,251.0,201.0,251.0,301.0,251.0,1000.0,301.0,
2023-04-04,37,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,301.0,
2023-04-05,1,Sweden,Loreen - Tattoo,39%,1.8,1.8,1.95,2.0,2.0,1.85,1.73,1.83,1.99,1.83,1.83,1.83,1.83,1.91,1.83,2.1,1.8,
2023-04-05,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.25,4.3,5.0,5.0,4.25,5.0,4.0,6.8,5.0,4.5,5.0,4.0,5.5,5.0,6.6,4.75,
2023-04-05,3,Ukraine,Tvorchi - Heart of Steel,11%,6.5,7.5,6.5,6.5,7.5,7.0,6.0,6.0,7.4,6.0,6.5,7.0,6.0,7.5,6.0,9.0,7.0,
2023-04-05,4,Norway,Alessandra - Queen of Kings,6%,13.0,11.0,13.0,13.0,12.0,11.0,15.0,13.0,16.0,13.0,13.0,13.0,13.0,13.0,13.0,18.0,13.0,
2023-04-05,5,Spain,Blanca Paloma - Eaea,4%,15.0,21.0,15.0,15.0,21.0,18.0,13.0,15.0,17.0,17.0,17.0,17.0,15.0,15.0,17.0,18.0,15.0,
2023-04-05,6,Israel,Noa Kirel - Unicorn,3%,23.0,26.0,23.0,26.0,21.0,25.0,21.0,21.0,20.0,21.0,26.0,21.0,21.0,26.0,21.0,21.0,19.0,
2023-04-05,7,Czechia,Vesna - My Sister's Crown,2%,31.0,34.0,41.0,23.0,26.0,30.0,29.0,26.0,48.0,23.0,26.0,26.0,26.0,29.0,26.0,55.0,34.0,
2023-04-05,8,Austria,Teya & Salena - Who The Hell Is Edgar?,2%,29.0,29.0,31.0,31.0,29.0,35.0,29.0,29.0,40.0,26.0,26.0,26.0,29.0,26.0,41.0,42.0,26.0,
2023-04-05,9,United Kingdom,Mae Muller - I Wrote A Song,2%,56.0,51.0,61.0,41.0,41.0,50.0,34.0,34.0,48.0,26.0,34.0,41.0,34.0,34.0,26.0,80.0,34.0,
2023-04-05,10,France,La Zarra - Évidemment,2%,41.0,41.0,36.0,34.0,51.0,45.0,41.0,41.0,44.0,34.0,41.0,41.0,41.0,41.0,41.0,38.0,51.0,
2023-04-05,11,Italy,Marco Mengoni - Due vite,1%,56.0,51.0,51.0,67.0,67.0,50.0,51.0,51.0,90.0,34.0,51.0,51.0,51.0,67.0,67.0,90.0,51.0,
2023-04-05,12,Armenia,Brunette - Future Lover,1%,81.0,81.0,81.0,67.0,101.0,80.0,67.0,67.0,90.0,51.0,81.0,67.0,67.0,67.0,67.0,100.0,67.0,
2023-04-05,13,Switzerland,Remo Forrer - Watergun,1%,126.0,81.0,81.0,101.0,126.0,100.0,81.0,81.0,230.0,41.0,81.0,67.0,81.0,81.0,67.0,250.0,101.0,
2023-04-05,14,Georgia,Iru - Echo,1%,101.0,101.0,101.0,101.0,151.0,85.0,67.0,81.0,170.0,41.0,101.0,101.0,81.0,101.0,67.0,190.0,67.0,
2023-04-05,15,Netherlands,Nicolai & Cooper - Burning Daylight,1%,81.0,101.0,81.0,101.0,126.0,150.0,151.0,101.0,120.0,101.0,126.0,101.0,101.0,151.0,151.0,150.0,101.0,
2023-04-05,16,Serbia,Luke Black - Samo mi se spava,1%,151.0,101.0,126.0,151.0,151.0,100.0,81.0,101.0,210.0,101.0,101.0,101.0,101.0,101.0,101.0,190.0,101.0,
2023-04-05,17,Moldova,Pasha Parfeni - Soarele și Luna,1%,126.0,101.0,101.0,151.0,151.0,125.0,101.0,101.0,230.0,101.0,126.0,101.0,101.0,126.0,101.0,230.0,101.0,
2023-04-05,18,Croatia,Let 3 - Mama ŠČ!,1%,151.0,126.0,126.0,151.0,201.0,120.0,101.0,101.0,250.0,101.0,101.0,101.0,101.0,101.0,101.0,260.0,101.0,
2023-04-05,19,Australia,Voyager - Promise,1%,151.0,126.0,101.0,101.0,151.0,150.0,151.0,101.0,270.0,101.0,126.0,101.0,101.0,126.0,101.0,240.0,101.0,
2023-04-05,20,Germany,Lord Of The Lost - Blood & Glitter,1%,151.0,151.0,126.0,151.0,151.0,150.0,101.0,151.0,270.0,101.0,126.0,201.0,151.0,151.0,101.0,270.0,101.0,
2023-04-05,21,Slovenia,Joker Out - Carpe Diem,<1%,201.0,151.0,151.0,151.0,201.0,150.0,101.0,101.0,270.0,151.0,201.0,201.0,101.0,101.0,126.0,250.0,101.0,
2023-04-05,22,Estonia,Alika - Bridges,<1%,176.0,126.0,126.0,201.0,201.0,150.0,201.0,201.0,270.0,51.0,151.0,201.0,201.0,201.0,151.0,310.0,101.0,
2023-04-05,23,Ireland,Wild Youth - We Are One,<1%,251.0,251.0,301.0,151.0,301.0,250.0,151.0,151.0,280.0,101.0,81.0,201.0,151.0,201.0,101.0,740.0,101.0,
2023-04-05,24,Iceland,Diljá - Power,<1%,251.0,201.0,151.0,201.0,251.0,150.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,151.0,201.0,700.0,101.0,
2023-04-05,25,Poland,Blanka - Solo,<1%,201.0,201.0,251.0,201.0,251.0,150.0,201.0,201.0,280.0,201.0,151.0,201.0,201.0,151.0,201.0,440.0,101.0,
2023-04-05,26,Cyprus,Andrew Lambrou - Break a Broken Heart,<1%,201.0,201.0,201.0,201.0,201.0,250.0,201.0,201.0,270.0,251.0,201.0,201.0,201.0,201.0,251.0,330.0,101.0,
2023-04-05,27,Portugal,Mimicat - Ai Coração,<1%,251.0,201.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,151.0,600.0,101.0,
2023-04-05,28,Denmark,Reiley - Breaking My Heart,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,201.0,260.0,101.0,
2023-04-05,29,Greece,Victor Vernicos - What They Say,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,251.0,620.0,101.0,
2023-04-05,30,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,251.0,301.0,251.0,501.0,250.0,201.0,151.0,290.0,101.0,251.0,201.0,151.0,151.0,251.0,950.0,101.0,
2023-04-05,31,Belgium,Gustaph - Because of You,<1%,251.0,251.0,301.0,251.0,301.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,101.0,
2023-04-05,32,Malta,The Busker - Dance (Our Own Party),<1%,251.0,251.0,301.0,251.0,501.0,200.0,201.0,201.0,290.0,151.0,251.0,201.0,201.0,251.0,201.0,1000.0,101.0,
2023-04-05,33,Lithuania,Monika Linkytė - Stay,<1%,251.0,251.0,301.0,251.0,501.0,250.0,201.0,251.0,280.0,101.0,251.0,201.0,251.0,251.0,251.0,820.0,101.0,
2023-04-05,34,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,251.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,101.0,
2023-04-05,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,201.0,251.0,1000.0,101.0,
2023-04-05,36,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,251.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,251.0,201.0,251.0,301.0,251.0,1000.0,301.0,
2023-04-05,37,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,301.0,
2023-04-06,1,Sweden,Loreen - Tattoo,39%,1.8,1.8,1.95,1.83,2.0,1.85,1.73,1.83,2.0,1.83,1.83,1.83,1.83,1.91,1.83,2.12,1.8,
2023-04-06,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.5,4.3,5.0,5.0,4.25,5.0,4.0,6.2,5.0,4.5,5.0,4.0,5.5,5.0,6.4,4.75,
2023-04-06,3,Ukraine,Tvorchi - Heart of Steel,11%,6.5,8.0,7.0,6.0,7.5,7.0,6.0,6.0,7.6,6.0,7.0,7.0,6.0,7.5,6.0,9.0,7.0,
2023-04-06,4,Norway,Alessandra - Queen of Kings,6%,13.0,11.0,13.0,13.0,12.0,11.0,15.0,13.0,16.0,13.0,13.0,13.0,13.0,13.0,13.0,19.0,13.0,
2023-04-06,5,Spain,Blanca Paloma - Eaea,5%,15.0,18.0,15.0,17.0,17.0,18.0,13.0,15.0,16.0,17.0,17.0,17.0,15.0,15.0,17.0,17.0,15.0,
2023-04-06,6,Israel,Noa Kirel - Unicorn,3%,23.0,26.0,23.0,21.0,21.0,25.0,21.0,21.0,23.0,21.0,26.0,21.0,21.0,26.0,21.0,29.0,19.0,
2023-04-06,7,Austria,Teya & Salena - Who The Hell Is Edgar?,2%,29.0,31.0,31.0,34.0,29.0,35.0,29.0,29.0,38.0,26.0,26.0,26.0,29.0,26.0,41.0,40.0,26.0,
2023-04-06,8,Czechia,Vesna - My Sister's Crown,2%,31.0,34.0,41.0,23.0,34.0,30.0,29.0,26.0,44.0,23.0,34.0,26.0,26.0,29.0,26.0,46.0,34.0,
2023-04-06,9,France,La Zarra - Évidemment,2%,41.0,41.0,41.0,34.0,34.0,45.0,41.0,34.0,36.0,34.0,34.0,41.0,34.0,41.0,41.0,40.0,51.0,
2023-04-06,10,United Kingdom,Mae Muller - I Wrote A Song,2%,56.0,67.0,61.0,31.0,41.0,50.0,34.0,34.0,48.0,26.0,34.0,41.0,34.0,34.0,26.0,75.0,30.0,
2023-04-06,11,Italy,Marco Mengoni - Due vite,1%,56.0,51.0,61.0,67.0,67.0,50.0,51.0,51.0,95.0,34.0,51.0,51.0,51.0,67.0,67.0,100.0,51.0,
2023-04-06,12,Armenia,Brunette - Future Lover,1%,81.0,67.0,81.0,67.0,101.0,80.0,67.0,67.0,95.0,51.0,81.0,67.0,67.0,67.0,67.0,110.0,67.0,
2023-04-06,13,Switzerland,Remo Forrer - Watergun,1%,126.0,101.0,81.0,81.0,126.0,100.0,81.0,81.0,270.0,41.0,81.0,67.0,81.0,81.0,67.0,260.0,101.0,
2023-04-06,14,Georgia,Iru - Echo,1%,101.0,101.0,101.0,81.0,151.0,85.0,67.0,81.0,230.0,41.0,101.0,101.0,81.0,101.0,67.0,220.0,67.0,
2023-04-06,15,Serbia,Luke Black - Samo mi se spava,1%,151.0,101.0,126.0,101.0,151.0,100.0,81.0,101.0,250.0,101.0,101.0,101.0,101.0,101.0,101.0,250.0,101.0,
2023-04-06,16,Netherlands,Nicolai & Cooper - Burning Daylight,1%,81.0,101.0,81.0,126.0,126.0,150.0,151.0,101.0,95.0,101.0,126.0,101.0,101.0,151.0,151.0,95.0,101.0,
2023-04-06,17,Moldova,Pasha Parfeni - Soarele și Luna,1%,126.0,126.0,101.0,101.0,151.0,125.0,101.0,101.0,240.0,101.0,126.0,101.0,101.0,126.0,101.0,250.0,101.0,
2023-04-06,18,Croatia,Let 3 - Mama ŠČ!,1%,151.0,126.0,126.0,101.0,201.0,120.0,101.0,101.0,240.0,101.0,101.0,101.0,101.0,101.0,101.0,250.0,101.0,
2023-04-06,19,Australia,Voyager - Promise,1%,151.0,151.0,101.0,101.0,151.0,150.0,151.0,101.0,270.0,101.0,126.0,101.0,101.0,126.0,101.0,230.0,101.0,
2023-04-06,20,Germany,Lord Of The Lost - Blood & Glitter,1%,151.0,201.0,126.0,101.0,151.0,150.0,101.0,151.0,270.0,101.0,126.0,201.0,151.0,151.0,101.0,300.0,101.0,
2023-04-06,21,Slovenia,Joker Out - Carpe Diem,<1%,201.0,126.0,151.0,126.0,201.0,150.0,101.0,101.0,270.0,151.0,201.0,201.0,101.0,101.0,126.0,250.0,101.0,
2023-04-06,22,Estonia,Alika - Bridges,<1%,176.0,151.0,126.0,151.0,201.0,150.0,201.0,151.0,270.0,51.0,151.0,201.0,151.0,201.0,151.0,310.0,101.0,
2023-04-06,23,Ireland,Wild Youth - We Are One,<1%,251.0,351.0,301.0,91.0,301.0,250.0,151.0,151.0,280.0,101.0,81.0,201.0,151.0,201.0,101.0,740.0,101.0,
2023-04-06,24,Iceland,Diljá - Power,<1%,251.0,251.0,201.0,201.0,251.0,150.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,151.0,201.0,660.0,101.0,
2023-04-06,25,Poland,Blanka - Solo,<1%,201.0,251.0,251.0,201.0,251.0,150.0,201.0,201.0,280.0,201.0,151.0,201.0,201.0,151.0,201.0,410.0,101.0,
2023-04-06,26,Cyprus,A. Lambrou - Break a Broken Heart,<1%,201.0,201.0,151.0,201.0,201.0,250.0,201.0,201.0,270.0,201.0,201.0,201.0,201.0,201.0,251.0,330.0,101.0,
2023-04-06,27,Portugal,Mimicat - Ai Coração,<1%,251.0,251.0,251.0,151.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,151.0,770.0,101.0,
2023-04-06,28,Denmark,Reiley - Breaking My Heart,<1%,251.0,276.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,201.0,750.0,101.0,
2023-04-06,29,Greece,Victor Vernicos - What They Say,<1%,251.0,301.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,251.0,630.0,101.0,
2023-04-06,30,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,301.0,301.0,251.0,501.0,250.0,201.0,151.0,290.0,101.0,251.0,201.0,151.0,151.0,251.0,950.0,101.0,
2023-04-06,31,Belgium,Gustaph - Because of You,<1%,251.0,351.0,301.0,201.0,301.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,101.0,
2023-04-06,32,Malta,The Busker - Dance (Our Own Party),<1%,251.0,351.0,301.0,201.0,501.0,200.0,201.0,201.0,290.0,151.0,251.0,201.0,201.0,251.0,201.0,1000.0,101.0,
2023-04-06,33,Lithuania,Monika Linkytė - Stay,<1%,251.0,251.0,251.0,251.0,501.0,250.0,201.0,251.0,280.0,101.0,251.0,201.0,251.0,251.0,251.0,820.0,101.0,
2023-04-06,34,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,351.0,301.0,151.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,101.0,
2023-04-06,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,201.0,251.0,1000.0,101.0,
2023-04-06,36,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,201.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,301.0,
2023-04-06,37,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,251.0,201.0,251.0,301.0,251.0,1000.0,301.0,
2023-04-07,1,Sweden,Loreen - Tattoo,39%,1.8,1.8,1.95,1.83,2.0,1.85,1.8,1.83,1.99,1.83,1.83,1.83,1.83,1.91,1.83,2.1,1.8,1.83
2023-04-07,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.5,4.3,5.0,5.0,4.5,5.0,4.0,6.0,5.0,4.5,5.0,4.0,5.5,5.0,6.4,4.75,4.5
2023-04-07,3,Ukraine,Tvorchi - Heart of Steel,10%,7.0,8.0,7.0,6.0,7.5,8.0,6.0,6.5,8.0,6.0,7.0,7.0,6.5,7.5,6.0,10.0,7.0,6.5
2023-04-07,4,Norway,Alessandra - Queen of Kings,6%,13.0,11.0,13.0,13.0,12.0,12.0,15.0,13.0,15.0,13.0,13.0,13.0,13.0,13.0,13.0,18.0,13.0,13.0
2023-04-07,5,Spain,Blanca Paloma - Eaea,5%,13.0,18.0,15.0,17.0,17.0,15.0,13.0,13.0,17.0,17.0,17.0,17.0,13.0,15.0,17.0,18.0,15.0,17.0
2023-04-07,6,Israel,Noa Kirel - Unicorn,3%,23.0,26.0,23.0,21.0,21.0,25.0,21.0,21.0,26.0,21.0,21.0,21.0,21.0,26.0,21.0,34.0,19.0,26.0
2023-04-07,7,Austria,Teya & Salena - Who The Hell Is Edgar?,3%,29.0,31.0,31.0,31.0,29.0,25.0,29.0,29.0,32.0,26.0,26.0,26.0,29.0,26.0,29.0,36.0,26.0,26.0
2023-04-07,8,Czechia,Vesna - My Sister's Crown,2%,31.0,34.0,41.0,23.0,34.0,30.0,29.0,26.0,42.0,23.0,34.0,26.0,26.0,29.0,26.0,46.0,34.0,23.0
2023-04-07,9,France,La Zarra - Évidemment,2%,34.0,41.0,36.0,26.0,34.0,35.0,34.0,34.0,36.0,34.0,34.0,41.0,34.0,41.0,26.0,40.0,51.0,26.0
2023-04-07,10,United Kingdom,Mae Muller - I Wrote A Song,2%,46.0,67.0,61.0,31.0,41.0,60.0,34.0,34.0,46.0,26.0,34.0,41.0,34.0,34.0,26.0,75.0,30.0,41.0
2023-04-07,11,Italy,Marco Mengoni - Due vite,1%,67.0,51.0,61.0,67.0,67.0,60.0,51.0,51.0,90.0,34.0,51.0,51.0,51.0,67.0,67.0,90.0,51.0,67.0
2023-04-07,12,Armenia,Brunette - Future Lover,1%,81.0,67.0,81.0,67.0,101.0,80.0,67.0,67.0,90.0,51.0,81.0,67.0,67.0,67.0,67.0,110.0,67.0,67.0
2023-04-07,13,Switzerland,Remo Forrer - Watergun,1%,126.0,101.0,81.0,81.0,126.0,100.0,81.0,81.0,200.0,41.0,81.0,67.0,81.0,81.0,67.0,190.0,101.0,101.0
2023-04-07,14,Georgia,Iru - Echo,1%,126.0,101.0,101.0,81.0,151.0,100.0,67.0,81.0,250.0,41.0,101.0,101.0,81.0,101.0,67.0,220.0,67.0,101.0
2023-04-07,15,Netherlands,Nicolai & Cooper - Burning Daylight,1%,81.0,101.0,81.0,126.0,126.0,100.0,151.0,101.0,100.0,101.0,126.0,101.0,101.0,151.0,151.0,130.0,101.0,101.0
2023-04-07,16,Serbia,Luke Black - Samo mi se spava,1%,151.0,101.0,126.0,101.0,151.0,125.0,81.0,101.0,250.0,101.0,101.0,101.0,101.0,101.0,101.0,250.0,101.0,151.0
2023-04-07,17,Moldova,Pasha Parfeni - Soarele și Luna,1%,151.0,126.0,101.0,101.0,151.0,150.0,101.0,101.0,250.0,101.0,126.0,101.0,101.0,126.0,101.0,250.0,101.0,151.0
2023-04-07,18,Croatia,Let 3 - Mama ŠČ!,1%,151.0,126.0,126.0,101.0,201.0,150.0,101.0,101.0,240.0,101.0,101.0,101.0,101.0,101.0,101.0,250.0,101.0,151.0
2023-04-07,19,Australia,Voyager - Promise,1%,151.0,151.0,101.0,101.0,151.0,150.0,151.0,101.0,270.0,101.0,126.0,101.0,101.0,126.0,101.0,230.0,101.0,101.0
2023-04-07,20,Germany,Lord Of The Lost - Blood & Glitter,1%,151.0,201.0,126.0,101.0,151.0,150.0,101.0,151.0,270.0,101.0,126.0,201.0,151.0,151.0,101.0,240.0,101.0,151.0
2023-04-07,21,Slovenia,Joker Out - Carpe Diem,<1%,201.0,126.0,151.0,126.0,201.0,200.0,101.0,101.0,270.0,151.0,201.0,201.0,101.0,101.0,126.0,250.0,101.0,151.0
2023-04-07,22,Estonia,Alika - Bridges,<1%,176.0,151.0,126.0,151.0,201.0,150.0,201.0,151.0,270.0,51.0,151.0,201.0,151.0,201.0,151.0,370.0,101.0,201.0
2023-04-07,23,Ireland,Wild Youth - We Are One,<1%,251.0,351.0,301.0,91.0,301.0,250.0,151.0,151.0,280.0,101.0,81.0,201.0,151.0,201.0,101.0,780.0,101.0,151.0
2023-04-07,24,Cyprus,Andrew Lambrou - Break a Broken Heart,<1%,201.0,201.0,151.0,201.0,201.0,200.0,201.0,201.0,270.0,201.0,201.0,201.0,201.0,201.0,251.0,330.0,101.0,201.0
2023-04-07,25,Iceland,Diljá - Power,<1%,251.0,251.0,201.0,201.0,251.0,150.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,151.0,201.0,770.0,101.0,201.0
2023-04-07,26,Poland,Blanka - Solo,<1%,201.0,251.0,251.0,201.0,251.0,150.0,201.0,201.0,280.0,201.0,151.0,201.0,201.0,151.0,201.0,440.0,101.0,201.0
2023-04-07,27,Portugal,Mimicat - Ai Coração,<1%,251.0,251.0,251.0,151.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,151.0,850.0,101.0,201.0
2023-04-07,28,Denmark,Reiley - Breaking My Heart,<1%,251.0,276.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,201.0,820.0,101.0,201.0
2023-04-07,29,Greece,Victor Vernicos - What They Say,<1%,251.0,301.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,251.0,820.0,101.0,201.0
2023-04-07,30,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,301.0,301.0,251.0,501.0,250.0,201.0,151.0,290.0,101.0,251.0,201.0,151.0,151.0,251.0,1000.0,101.0,251.0
2023-04-07,31,Belgium,Gustaph - Because of You,<1%,251.0,351.0,301.0,201.0,301.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,101.0,251.0
2023-04-07,32,Lithuania,Monika Linkytė - Stay,<1%,251.0,251.0,251.0,251.0,501.0,250.0,201.0,251.0,280.0,101.0,251.0,201.0,251.0,251.0,251.0,820.0,101.0,251.0
2023-04-07,33,Malta,The Busker - Dance (Our Own Party),<1%,251.0,351.0,301.0,201.0,501.0,250.0,201.0,201.0,290.0,151.0,251.0,201.0,201.0,251.0,201.0,1000.0,101.0,251.0
2023-04-07,34,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,351.0,301.0,151.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,101.0,251.0
2023-04-07,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,201.0,251.0,1000.0,101.0,251.0
2023-04-07,36,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,201.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,301.0,251.0
2023-04-07,37,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,251.0,201.0,251.0,301.0,251.0,1000.0,301.0,251.0
